,community_area,fbi_code,date,description,latitude,longitude,primary_type,year
1070,75,06,2010-07-21T20:00:00.000,$500 AND UNDER,41.693320271,-87.669176428,THEFT,2010
1071,28,06,2010-07-21T22:00:00.000,$500 AND UNDER,41.8709806,-87.661689984,THEFT,2010
1072,58,08B,2010-07-22T11:30:00.000,SIMPLE,41.821767828,-87.700359595,BATTERY,2010
1073,69,08B,2010-07-22T11:49:00.000,DOMESTIC BATTERY SIMPLE,41.779059693,-87.615596501,BATTERY,2010
1074,6,03,2010-07-22T10:20:00.000,AGGRAVATED,41.932788778,-87.645430056,ROBBERY,2010
1075,43,08B,2010-07-22T07:15:00.000,DOMESTIC BATTERY SIMPLE,41.756496183,-87.55289378,BATTERY,2010
1076,58,26,2010-06-17T15:02:00.000,LICENSE VIOLATION,41.824177767,-87.704441353,OTHER OFFENSE,2010
1077,61,26,2010-06-17T13:17:00.000,LICENSE VIOLATION,41.808723632,-87.655980364,OTHER OFFENSE,2010
1078,29,18,2010-07-22T12:35:00.000,POSS: HEROIN(WHITE),41.869142521,-87.695978672,NARCOTICS,2010
1079,70,06,2010-07-21T20:00:00.000,$500 AND UNDER,41.735129523,-87.705699176,THEFT,2010
1080,2,05,2010-07-20T21:00:00.000,FORCIBLE ENTRY,41.997838869,-87.683357858,BURGLARY,2010
1081,27,11,2010-07-22T11:45:00.000,THEFT OF LABOR/SERVICES,41.884994578,-87.71733391,DECEPTIVE PRACTICE,2010
1082,66,19,2010-07-22T11:20:00.000,GAME/CARDS,41.769626279,-87.684600022,GAMBLING,2010
1083,67,08B,2010-07-22T11:10:00.000,DOMESTIC BATTERY SIMPLE,41.769711651,-87.668806946,BATTERY,2010
1084,25,18,2010-07-07T22:45:00.000,POSS: CRACK,41.880987906,-87.747744717,NARCOTICS,2010
1085,48,26,2010-04-22T09:00:00.000,HARASSMENT BY TELEPHONE,41.729045455,-87.575521975,OTHER OFFENSE,2010
1086,45,14,2010-07-21T18:00:00.000,TO PROPERTY,41.744630314,-87.595327781,CRIMINAL DAMAGE,2010
1087,25,08B,2010-07-22T08:00:00.000,DOMESTIC BATTERY SIMPLE,41.881011345,-87.750193826,BATTERY,2010
1088,7,11,2010-07-21T07:49:00.000,IMPERSONATION,41.924420759,-87.653574742,DECEPTIVE PRACTICE,2010
1089,25,05,2010-07-22T06:05:00.000,FORCIBLE ENTRY,41.883011761,-87.754505236,BURGLARY,2010
1090,66,03,2010-07-22T09:00:00.000,ARMED: HANDGUN,41.776315091,-87.69210325,ROBBERY,2010
1091,64,05,2010-07-22T12:20:00.000,FORCIBLE ENTRY,41.775422035,-87.781176821,BURGLARY,2010
1092,63,08B,2010-07-22T05:00:00.000,SIMPLE,41.792562287,-87.707207445,BATTERY,2010
1093,75,06,2010-07-22T12:30:00.000,$500 AND UNDER,41.691751579,-87.685225652,THEFT,2010
1094,46,14,2010-07-22T13:00:00.000,TO VEHICLE,41.749146564,-87.557699157,CRIMINAL DAMAGE,2010
1095,33,08A,2010-07-22T08:30:00.000,SIMPLE,41.855102718,-87.623868495,STALKING,2010
1096,43,08B,2010-07-22T09:00:00.000,DOMESTIC BATTERY SIMPLE,41.763797736,-87.582389081,BATTERY,2010
1097,59,05,2010-07-13T22:00:00.000,FORCIBLE ENTRY,41.833082502,-87.682686363,BURGLARY,2010
1098,22,06,2010-07-21T19:00:00.000,OVER $500,41.922354916,-87.705230935,THEFT,2010
1099,44,26,2010-07-22T08:45:00.000,TO LAND,41.750832464,-87.605224746,CRIMINAL TRESPASS,2010
1100,77,03,2010-07-22T10:35:00.000,STRONGARM - NO WEAPON,41.990041584,-87.65891695,ROBBERY,2010
1101,8,06,2010-07-22T14:00:00.000,OVER $500,41.894993403,-87.622148996,THEFT,2010
1102,2,05,2010-07-19T16:00:00.000,FORCIBLE ENTRY,41.98313013,-87.697594248,BURGLARY,2010
1103,15,14,2010-07-20T17:00:00.000,CRIMINAL DEFACEMENT,41.963556543,-87.75701244,CRIMINAL DAMAGE,2010
1104,19,14,2010-07-22T14:00:00.000,TO VEHICLE,41.936011576,-87.752949372,CRIMINAL DAMAGE,2010
1105,25,06,2010-07-22T14:10:00.000,OVER $500,41.887123664,-87.754163303,THEFT,2010
1106,24,08B,2010-07-22T13:20:00.000,SIMPLE,41.8960672,-87.667597844,BATTERY,2010
1107,65,06,2010-07-22T11:22:00.000,OVER $500,41.775945931,-87.728790384,THEFT,2010
1108,28,18,2010-07-22T13:58:00.000,POSS: CANNABIS 30GMS OR LESS,41.872394556,-87.688621421,NARCOTICS,2010
1109,22,26,2010-07-22T08:15:00.000,TELEPHONE THREAT,41.928799559,-87.726893646,OTHER OFFENSE,2010
1110,49,08B,2010-07-22T14:50:00.000,DOMESTIC BATTERY SIMPLE,41.693464694,-87.625779406,BATTERY,2010
1111,22,18,2010-07-22T14:30:00.000,POSS: COCAINE,41.92634439,-87.724991331,NARCOTICS,2010
1112,49,26,2010-01-01T09:00:00.000,HARASSMENT BY TELEPHONE,41.691580572,-87.631350652,OTHER OFFENSE,2010
1113,30,26,2010-05-05T12:00:00.000,OTHER CRIME INVOLVING PROPERTY,41.840432918,-87.73490324,OTHER OFFENSE,2010
1114,29,06,2010-07-20T18:10:00.000,OVER $500,41.856033126,-87.717593553,THEFT,2010
1115,66,06,2010-07-02T09:00:00.000,FINANCIAL ID THEFT:$300 &UNDER,41.762068624,-87.683169694,THEFT,2010
1116,25,06,2010-07-22T15:54:00.000,$500 AND UNDER,41.880362084,-87.755847438,THEFT,2010
1117,1,06,2010-06-11T16:35:00.000,OVER $500,42.009294803,-87.674031424,THEFT,2010
1118,1,11,2010-06-24T08:00:00.000,ILLEGAL USE CASH CARD,42.015128403,-87.681143202,DECEPTIVE PRACTICE,2010
1119,2,14,2010-07-21T21:00:00.000,TO VEHICLE,42.001879432,-87.699754897,CRIMINAL DAMAGE,2010
1120,1,06,2010-03-31T12:00:00.000,FINANCIAL ID THEFT: OVER $300,42.01513829,-87.68240161,THEFT,2010
1121,69,26,2010-07-22T15:16:00.000,HARASSMENT BY ELECTRONIC MEANS,41.755951791,-87.610195265,OTHER OFFENSE,2010
1122,8,06,2010-05-02T19:34:00.000,OVER $500,41.904462488,-87.648118305,THEFT,2010
1123,71,26,2010-07-21T23:30:00.000,TELEPHONE THREAT,41.736700905,-87.667945593,OTHER OFFENSE,2010
1124,28,06,2010-07-22T08:30:00.000,$500 AND UNDER,41.867075418,-87.651887988,THEFT,2010
1125,22,06,2010-07-13T14:05:00.000,OVER $500,41.917860934,-87.672180977,THEFT,2010
1126,71,03,2010-07-21T22:30:00.000,ARMED: HANDGUN,41.757327195,-87.644213747,ROBBERY,2010
1127,53,26,2010-06-25T14:00:00.000,HARASSMENT BY TELEPHONE,41.671652673,-87.621772475,OTHER OFFENSE,2010
1128,29,08B,2010-07-21T20:20:00.000,DOMESTIC BATTERY SIMPLE,41.854333427,-87.723578285,BATTERY,2010
1129,43,08A,2010-07-22T16:00:00.000,SIMPLE,41.76587359,-87.576294705,ASSAULT,2010
1130,43,06,2010-07-22T16:45:00.000,RETAIL THEFT,41.766102387,-87.573539169,THEFT,2010
1131,26,03,2010-07-21T19:37:00.000,ARMED: HANDGUN,41.880771366,-87.721990345,ROBBERY,2010
1132,16,06,2010-07-22T16:50:00.000,OVER $500,41.954073681,-87.736819187,THEFT,2010
1133,61,08B,2010-07-22T17:45:00.000,DOMESTIC BATTERY SIMPLE,41.81504317,-87.669996658,BATTERY,2010
1134,11,06,2010-07-22T11:00:00.000,OVER $500,41.970201736,-87.7627994,THEFT,2010
1135,42,14,2010-07-22T09:00:00.000,TO PROPERTY,41.778063782,-87.59144697,CRIMINAL DAMAGE,2010
1136,73,11,2010-07-19T15:40:00.000,ILLEGAL USE CASH CARD,41.718114756,-87.65406467,DECEPTIVE PRACTICE,2010
1137,3,05,2010-07-22T09:00:00.000,FORCIBLE ENTRY,41.971819275,-87.671979955,BURGLARY,2010
1138,69,06,2010-07-22T15:30:00.000,$500 AND UNDER,41.754168689,-87.601635756,THEFT,2010
1139,38,07,2010-07-21T10:00:00.000,AUTOMOBILE,41.823320055,-87.623203203,MOTOR VEHICLE THEFT,2010
1140,25,18,2010-07-22T19:00:00.000,POSS: CANNABIS 30GMS OR LESS,41.894961752,-87.751010889,NARCOTICS,2010
1141,30,04B,2010-07-22T18:30:00.000,AGGRAVATED: OTHER DANG WEAPON,41.849941859,-87.706112333,BATTERY,2010
1142,69,18,2010-07-22T19:00:00.000,POSS: CANNABIS 30GMS OR LESS,41.760286657,-87.612199135,NARCOTICS,2010
1143,29,14,2010-07-22T17:50:00.000,TO PROPERTY,41.864232935,-87.733139455,CRIMINAL DAMAGE,2010
1144,8,06,2010-07-21T17:10:00.000,RETAIL THEFT,41.897982937,-87.624095634,THEFT,2010
1145,8,06,2010-07-22T16:15:00.000,RETAIL THEFT,41.891694878,-87.626155832,THEFT,2010
1146,30,08B,2010-07-21T22:00:00.000,DOMESTIC BATTERY SIMPLE,41.845412192,-87.712377413,BATTERY,2010
1147,8,14,2010-07-22T17:40:00.000,TO VEHICLE,41.905194431,-87.649370498,CRIMINAL DAMAGE,2010
1148,65,08B,2010-07-22T18:00:00.000,SIMPLE,41.783345414,-87.714010609,BATTERY,2010
1149,8,03,2010-07-22T19:30:00.000,STRONGARM - NO WEAPON,41.89429215,-87.62813993,ROBBERY,2010
1150,7,06,2010-07-22T15:00:00.000,OVER $500,41.926374193,-87.651646815,THEFT,2010
1151,25,26,2010-07-22T19:15:00.000,PROBATION VIOLATION,41.879882878,-87.764855706,OTHER OFFENSE,2010
1152,43,26,2010-07-20T08:28:00.000,TELEPHONE THREAT,41.754949629,-87.55997485,OTHER OFFENSE,2010
1153,19,06,2010-07-22T14:00:00.000,$500 AND UNDER,41.931929398,-87.774775867,THEFT,2010
1154,43,05,2010-07-22T12:00:00.000,FORCIBLE ENTRY,41.752910016,-87.552178606,BURGLARY,2010
1155,29,03,2010-07-22T15:00:00.000,ARMED: HANDGUN,41.852610294,-87.712359184,ROBBERY,2010
1156,68,26,2010-07-22T20:13:00.000,PROBATION VIOLATION,41.788477762,-87.647437083,OTHER OFFENSE,2010
1157,67,14,2010-07-22T15:00:00.000,TO PROPERTY,41.773901153,-87.672909979,CRIMINAL DAMAGE,2010
1158,68,03,2010-07-22T19:00:00.000,STRONGARM - NO WEAPON,41.762577764,-87.642962656,ROBBERY,2010
1159,8,06,2010-06-18T00:00:00.000,FINANCIAL ID THEFT: OVER $300,41.891514405,-87.639306236,THEFT,2010
1160,32,06,2010-07-22T18:16:00.000,RETAIL THEFT,41.882470918,-87.627847625,THEFT,2010
1161,66,08B,2010-07-22T20:45:00.000,DOMESTIC BATTERY SIMPLE,41.771019226,-87.685854376,BATTERY,2010
1162,62,06,2010-07-22T17:30:00.000,$500 AND UNDER,41.79445955,-87.723196314,THEFT,2010
1163,47,05,2010-07-21T19:45:00.000,FORCIBLE ENTRY,41.727051142,-87.59974919,BURGLARY,2010
1164,44,06,2010-07-22T19:00:00.000,RETAIL THEFT,41.739265865,-87.604893749,THEFT,2010
1165,6,14,2010-07-19T07:00:00.000,TO VEHICLE,41.943366186,-87.641063562,CRIMINAL DAMAGE,2010
1166,43,26,2010-07-22T13:10:00.000,TO LAND,41.751897254,-87.553777728,CRIMINAL TRESPASS,2010
1167,46,14,2010-07-22T02:30:00.000,TO PROPERTY,41.747439439,-87.55645545,CRIMINAL DAMAGE,2010
1168,48,08B,2010-07-22T01:20:00.000,DOMESTIC BATTERY SIMPLE,41.732640118,-87.580473306,BATTERY,2010
1169,46,08B,2010-07-21T22:59:00.000,SIMPLE,41.740564208,-87.55148917,BATTERY,2010
1170,48,08B,2010-07-21T23:30:00.000,DOMESTIC BATTERY SIMPLE,41.732354934,-87.585550798,BATTERY,2010
1171,66,04B,2010-07-22T19:30:00.000,AGGRAVATED: HANDGUN,41.785933843,-87.693580432,BATTERY,2010
1172,53,18,2010-07-22T20:32:00.000,POSS: CANNABIS MORE THAN 30GMS,41.673554274,-87.616436745,NARCOTICS,2010
1173,43,05,2010-07-21T15:30:00.000,UNLAWFUL ENTRY,41.75653188,-87.565112548,BURGLARY,2010
1174,22,06,2010-07-22T18:30:00.000,OVER $500,41.915557405,-87.685464665,THEFT,2010
1175,66,08B,2010-07-22T20:20:00.000,DOMESTIC BATTERY SIMPLE,41.784075853,-87.688652649,BATTERY,2010
1176,42,19,2010-07-22T19:40:00.000,GAME/DICE,41.784909185,-87.609697627,GAMBLING,2010
1177,66,04B,2010-07-22T20:50:00.000,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,41.777122897,-87.704193703,BATTERY,2010
1178,17,14,2010-07-22T21:22:00.000,TO VEHICLE,41.940503421,-87.817833789,CRIMINAL DAMAGE,2010
1179,25,08B,2010-07-22T19:00:00.000,AGG: HANDS/FIST/FEET NO/MINOR INJURY,41.901053504,-87.766827864,BATTERY,2010
1180,73,06,2010-07-22T14:30:00.000,FROM BUILDING,41.721055091,-87.639561118,THEFT,2010
1181,23,18,2010-07-22T20:50:00.000,POSS: HEROIN(WHITE),41.910481845,-87.716592955,NARCOTICS,2010
1182,23,08B,2010-07-22T14:40:00.000,DOMESTIC BATTERY SIMPLE,41.897761801,-87.713949511,BATTERY,2010
1183,59,04B,2010-07-22T18:15:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,41.827020195,-87.683133001,BATTERY,2010
1184,44,18,2010-07-22T19:55:00.000,POSS: CANNABIS 30GMS OR LESS,41.737932416,-87.603641083,NARCOTICS,2010
1185,25,04A,2010-07-22T19:45:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,41.884469809,-87.743882665,ASSAULT,2010
1186,42,18,2010-07-22T20:35:00.000,POSS: HEROIN(WHITE),41.778536586,-87.609204667,NARCOTICS,2010
1187,26,14,2010-07-22T17:05:00.000,TO PROPERTY,41.886813222,-87.726982405,CRIMINAL DAMAGE,2010
1188,28,18,2010-07-22T21:15:00.000,POSSESSION OF DRUG EQUIPMENT,41.879331765,-87.63824099,NARCOTICS,2010
1189,25,05,2010-07-22T07:00:00.000,FORCIBLE ENTRY,41.890503847,-87.744308316,BURGLARY,2010
1190,21,26,2010-07-22T20:55:00.000,TO LAND,41.939950655,-87.705190605,CRIMINAL TRESPASS,2010
1191,54,18,2010-07-22T20:30:00.000,POSS: CANNABIS 30GMS OR LESS,41.656937576,-87.605134262,NARCOTICS,2010
1192,67,08A,2010-07-22T21:30:00.000,SIMPLE,41.760267881,-87.664912932,ASSAULT,2010
1193,77,24,2010-07-22T21:12:00.000,RECKLESS CONDUCT,41.983537345,-87.665874544,PUBLIC PEACE VIOLATION,2010
1194,13,08A,2010-07-22T19:45:00.000,AGG PO HANDS NO/MIN INJURY,41.984305905,-87.711349589,ASSAULT,2010
1195,69,26,2010-07-22T20:00:00.000,TO STATE SUP LAND,41.769185486,-87.625732415,CRIMINAL TRESPASS,2010
1196,29,18,2010-07-22T21:40:00.000,POSS: HEROIN(WHITE),41.86716322,-87.718503727,NARCOTICS,2010
1197,29,18,2010-07-22T21:42:00.000,POSS: HEROIN(WHITE),41.86716379,-87.718610191,NARCOTICS,2010
1198,25,03,2010-07-22T19:00:00.000,STRONGARM - NO WEAPON,41.880490151,-87.745927891,ROBBERY,2010
1199,71,26,2010-07-20T06:00:00.000,OTHER CRIME AGAINST PERSON,41.749630007,-87.645226895,OTHER OFFENSE,2010
1200,71,06,2010-07-21T22:00:00.000,OVER $500,41.746434875,-87.648775233,THEFT,2010
1201,44,08B,2010-07-13T19:30:00.000,SIMPLE,41.733016129,-87.603447598,BATTERY,2010
1202,49,03,2010-07-22T17:50:00.000,AGGRAVATED,41.721813587,-87.618688168,ROBBERY,2010
1203,8,08A,2010-07-22T22:30:00.000,SIMPLE,41.896685066,-87.627683859,ASSAULT,2010
1204,8,04B,2010-07-22T20:51:00.000,AGGRAVATED: HANDGUN,41.905526506,-87.63931246,BATTERY,2010
1205,49,04B,2010-07-22T21:20:00.000,AGGRAVATED: HANDGUN,41.694391715,-87.624352244,BATTERY,2010
1206,70,05,2010-07-22T17:00:00.000,FORCIBLE ENTRY,41.747657476,-87.693784694,BURGLARY,2010
1207,25,18,2010-07-22T22:49:00.000,POSS: CRACK,41.878584601,-87.746261135,NARCOTICS,2010
1208,71,18,2010-07-22T21:45:00.000,POSS: CANNABIS 30GMS OR LESS,41.755043038,-87.663552476,NARCOTICS,2010
1209,15,16,2010-07-22T23:00:00.000,SOLICIT ON PUBLIC WAY,41.939054243,-87.746875622,PROSTITUTION,2010
1210,67,14,2010-07-17T17:00:00.000,TO VEHICLE,41.789492122,-87.677813985,CRIMINAL DAMAGE,2010
1211,16,03,2010-07-22T21:20:00.000,STRONGARM - NO WEAPON,41.953522357,-87.738456609,ROBBERY,2010
1212,23,08B,2010-07-22T23:30:00.000,SIMPLE,41.890831609,-87.705179929,BATTERY,2010
1213,46,18,2010-07-22T23:35:00.000,POSS: CANNABIS 30GMS OR LESS,41.731057684,-87.552663236,NARCOTICS,2010
1214,46,05,2010-07-22T11:00:00.000,ATTEMPT FORCIBLE ENTRY,41.742167112,-87.553946731,BURGLARY,2010
1215,69,07,2010-07-20T21:30:00.000,THEFT/RECOVERY: AUTOMOBILE,41.757707528,-87.621522703,MOTOR VEHICLE THEFT,2010
1216,22,26,2010-07-19T00:01:00.000,TELEPHONE THREAT,41.929160221,-87.718342395,OTHER OFFENSE,2010
1217,23,14,2010-07-15T21:25:00.000,TO PROPERTY,41.910756279,-87.730025588,CRIMINAL DAMAGE,2010
1218,7,03,2010-07-22T23:00:00.000,ARMED: HANDGUN,41.923610585,-87.650232122,ROBBERY,2010
1219,25,03,2010-07-22T22:45:00.000,STRONGARM - NO WEAPON,41.90963843,-87.745183144,ROBBERY,2010
1220,77,06,2010-07-22T23:22:00.000,RETAIL THEFT,41.991262667,-87.660305558,THEFT,2010
1221,23,18,2010-07-23T00:45:00.000,POSS: CRACK,41.894459717,-87.719942561,NARCOTICS,2010
1222,1,18,2010-07-22T23:24:00.000,POSS: CANNABIS 30GMS OR LESS,42.014382179,-87.674928273,NARCOTICS,2010
1223,27,18,2010-07-22T23:03:00.000,POSS: PCP,41.875032434,-87.715703833,NARCOTICS,2010
1224,27,14,2010-07-22T17:30:00.000,TO VEHICLE,41.886343193,-87.71195183,CRIMINAL DAMAGE,2010
1225,75,24,2010-07-22T23:30:00.000,RECKLESS CONDUCT,41.685601181,-87.689559779,PUBLIC PEACE VIOLATION,2010
1226,8,16,2010-07-23T01:00:00.000,SOLICIT ON PUBLIC WAY,41.903931469,-87.629290187,PROSTITUTION,2010
1227,18,26,2010-06-24T15:00:00.000,ENDANGERING LIFE/HEALTH CHILD,41.923560942,-87.799894873,OFFENSE INVOLVING CHILDREN,2010
1228,32,06,2010-05-01T00:00:00.000,FROM BUILDING,41.885538232,-87.615768415,THEFT,2010
1229,69,06,2010-07-22T20:05:00.000,$500 AND UNDER,41.76512359,-87.621678995,THEFT,2010
1230,66,26,2010-07-22T01:05:00.000,TELEPHONE THREAT,41.780389535,-87.693430226,OTHER OFFENSE,2010
1231,73,07,2010-07-22T11:00:00.000,AUTOMOBILE,41.730907492,-87.664136644,MOTOR VEHICLE THEFT,2010
1232,53,14,2010-07-22T21:30:00.000,TO VEHICLE,41.684562707,-87.627667148,CRIMINAL DAMAGE,2010
1233,25,18,2010-07-23T01:50:00.000,POSS: HALLUCINOGENS,41.87671722,-87.750317319,NARCOTICS,2010
1234,71,08B,2010-07-23T00:50:00.000,DOMESTIC BATTERY SIMPLE,41.736037342,-87.646126764,BATTERY,2010
1235,68,05,2010-07-22T23:00:00.000,FORCIBLE ENTRY,41.760681057,-87.647938433,BURGLARY,2010
1236,8,08B,2010-07-23T02:00:00.000,SIMPLE,41.903931582,-87.629308553,BATTERY,2010
1237,24,14,2010-07-23T01:24:00.000,TO VEHICLE,41.905702658,-87.692764485,CRIMINAL DAMAGE,2010
1238,28,08B,2010-07-23T01:30:00.000,DOMESTIC BATTERY SIMPLE,41.876108306,-87.684860827,BATTERY,2010
1239,54,08A,2010-07-23T01:26:00.000,AGG PO HANDS NO/MIN INJURY,41.651828905,-87.61493596,ASSAULT,2010
1240,61,26,2010-05-01T11:00:00.000,HARASSMENT BY TELEPHONE,41.816250853,-87.641649169,OTHER OFFENSE,2010
1241,60,08B,2010-07-23T02:10:00.000,SIMPLE,41.844449963,-87.659956346,BATTERY,2010
1242,8,04B,2010-07-22T21:45:00.000,AGGRAVATED: OTHER DANG WEAPON,41.905533862,-87.638713592,BATTERY,2010
1243,71,08B,2010-07-23T01:37:00.000,DOMESTIC BATTERY SIMPLE,41.739661151,-87.646806288,BATTERY,2010
1244,27,18,2010-07-23T01:59:00.000,POSS: CANNABIS 30GMS OR LESS,41.873309872,-87.71077463,NARCOTICS,2010
1245,29,18,2010-07-23T02:40:00.000,POSS: CRACK,41.859821303,-87.735988976,NARCOTICS,2010
1246,63,04B,2010-07-23T00:45:00.000,AGGRAVATED: OTHER DANG WEAPON,41.793141605,-87.684021912,BATTERY,2010
1247,39,08B,2010-07-21T14:00:00.000,DOMESTIC BATTERY SIMPLE,41.803520976,-87.581925417,BATTERY,2010
1248,35,06,2010-07-19T22:20:00.000,$500 AND UNDER,41.831048108,-87.622791226,THEFT,2010
1249,40,03,2010-07-18T17:45:00.000,STRONGARM - NO WEAPON,41.790752055,-87.625601621,ROBBERY,2010
1250,35,14,2010-07-17T09:35:00.000,TO VEHICLE,41.828762287,-87.614436164,CRIMINAL DAMAGE,2010
1251,41,04A,2010-07-21T17:30:00.000,AGGRAVATED: OTHER DANG WEAPON,41.790872026,-87.606143261,ASSAULT,2010
1252,40,04B,2010-07-20T16:20:00.000,AGGRAVATED: OTHER DANG WEAPON,41.791924208,-87.620773891,BATTERY,2010
1253,19,22,2010-07-23T02:50:00.000,LIQUOR LICENSE VIOLATION,41.91684954,-87.752586592,LIQUOR LAW VIOLATION,2010
1254,6,06,2010-07-21T19:00:00.000,POCKET-PICKING,41.943566903,-87.671375133,THEFT,2010
1255,4,26,2010-07-23T02:10:00.000,TO VEHICLE,41.976222165,-87.69893541,CRIMINAL TRESPASS,2010
1256,3,15,2010-07-23T01:10:00.000,UNLAWFUL POSS OF HANDGUN,41.970004215,-87.657646424,WEAPONS VIOLATION,2010
1257,29,08B,2010-07-23T00:45:00.000,DOMESTIC BATTERY SIMPLE,41.86566201,-87.728823362,BATTERY,2010
1258,23,14,2010-07-23T01:27:00.000,TO PROPERTY,41.892534793,-87.712567618,CRIMINAL DAMAGE,2010
1259,74,08B,2010-07-23T04:03:00.000,DOMESTIC BATTERY SIMPLE,41.690352196,-87.720278157,BATTERY,2010
1260,72,08B,2010-07-22T14:05:00.000,SIMPLE,41.720950185,-87.681159431,BATTERY,2010
1261,77,03,2010-07-17T19:00:00.000,STRONGARM - NO WEAPON,41.980779654,-87.65793708,ROBBERY,2010
1262,40,14,2010-07-23T02:22:00.000,TO PROPERTY,41.781483281,-87.615657469,CRIMINAL DAMAGE,2010
1263,64,26,2010-07-22T18:00:00.000,HARASSMENT BY TELEPHONE,41.782742019,-87.780230389,OTHER OFFENSE,2010
1264,66,26,2010-07-23T02:30:00.000,TO RESIDENCE,41.786183408,-87.707500519,CRIMINAL TRESPASS,2010
1265,68,14,2010-07-23T03:30:00.000,TO VEHICLE,41.784587242,-87.652197508,CRIMINAL DAMAGE,2010
1266,42,08B,2010-07-23T03:00:00.000,DOMESTIC BATTERY SIMPLE,41.776125573,-87.61070558,BATTERY,2010
1267,28,06,2010-07-22T10:54:01.000,$500 AND UNDER,41.886749178,-87.65146962,THEFT,2010
1268,27,08B,2010-07-23T01:15:00.000,DOMESTIC BATTERY SIMPLE,41.884670744,-87.711729333,BATTERY,2010
1269,41,05,2010-07-22T21:00:00.000,FORCIBLE ENTRY,41.799416161,-87.600285068,BURGLARY,2010
1270,73,05,2010-07-23T03:50:00.000,FORCIBLE ENTRY,41.703202562,-87.650438792,BURGLARY,2010
1271,30,08B,2010-07-22T22:20:00.000,SIMPLE,41.852786259,-87.697374376,BATTERY,2010
1272,69,03,2010-07-23T04:55:00.000,AGGRAVATED VEHICULAR HIJACKING,41.755294005,-87.635630161,ROBBERY,2010
1273,67,05,2010-07-22T21:30:00.000,FORCIBLE ENTRY,41.784410112,-87.657053992,BURGLARY,2010
1274,24,06,2010-07-22T23:00:00.000,OVER $500,41.90750971,-87.682269134,THEFT,2010
1275,28,14,2010-07-22T12:00:00.000,TO VEHICLE,41.867010957,-87.655835363,CRIMINAL DAMAGE,2010
1276,25,03,2010-07-23T02:15:00.000,ARMED: HANDGUN,41.892265388,-87.745864088,ROBBERY,2010
1277,6,06,2010-07-22T22:00:00.000,OVER $500,41.94794963,-87.665253394,THEFT,2010
1278,28,06,2010-07-22T16:00:00.000,RETAIL THEFT,41.868541914,-87.639235361,THEFT,2010
1279,43,06,2010-07-20T20:00:00.000,FROM BUILDING,41.769127812,-87.587968505,THEFT,2010
1280,27,14,2010-07-21T09:00:00.000,TO VEHICLE,41.881099005,-87.692980901,CRIMINAL DAMAGE,2010
1281,4,03,2010-07-22T11:35:00.000,STRONGARM - NO WEAPON,41.968747292,-87.679913988,ROBBERY,2010
1282,38,18,2010-07-14T18:35:00.000,POSS: HEROIN(WHITE),41.806743795,-87.619523999,NARCOTICS,2010
1283,29,07,2010-07-22T17:30:00.000,AUTOMOBILE,41.861590288,-87.692026553,MOTOR VEHICLE THEFT,2010
1284,29,06,2010-07-17T10:00:00.000,FROM BUILDING,41.855838254,-87.717588081,THEFT,2010
1285,29,06,2010-07-17T10:00:00.000,FROM BUILDING,41.855838254,-87.717588081,THEFT,2010
1286,59,04A,2010-07-17T02:00:00.000,AGGRAVATED: OTHER DANG WEAPON,41.826710687,-87.677926098,ASSAULT,2010
1287,35,26,2010-07-20T10:00:00.000,VIOLATE ORDER OF PROTECTION,41.831003238,-87.627084778,OTHER OFFENSE,2010
1288,43,07,2010-07-23T07:05:00.000,"TRUCK, BUS, MOTOR HOME",41.770702367,-87.569896036,MOTOR VEHICLE THEFT,2010
1289,51,06,2010-07-22T21:30:00.000,OVER $500,41.709496448,-87.560908092,THEFT,2010
1290,33,06,2010-07-22T21:00:00.000,$500 AND UNDER,41.865336883,-87.625785555,THEFT,2010
1291,58,07,2010-07-19T10:00:00.000,AUTOMOBILE,41.820135983,-87.687230841,MOTOR VEHICLE THEFT,2010
1292,43,08B,2010-07-17T23:30:00.000,SIMPLE,41.758607126,-87.561510616,BATTERY,2010
1293,60,06,2010-07-22T21:00:00.000,$500 AND UNDER,41.836951842,-87.648681146,THEFT,2010
1294,24,07,2010-07-22T22:30:00.000,AUTOMOBILE,41.890008068,-87.65542714,MOTOR VEHICLE THEFT,2010
1295,69,06,2010-07-15T11:40:00.000,RETAIL THEFT,41.751164599,-87.612198632,THEFT,2010
1296,30,08B,2010-07-22T04:09:00.000,DOMESTIC BATTERY SIMPLE,41.843625823,-87.725746176,BATTERY,2010
1297,30,08A,2010-06-18T15:00:00.000,SIMPLE,41.843795034,-87.724533469,ASSAULT,2010
1298,50,08B,2010-07-22T11:00:00.000,DOMESTIC BATTERY SIMPLE,41.721568583,-87.603287781,BATTERY,2010
1299,56,06,2010-07-21T18:00:00.000,OVER $500,41.796360074,-87.752601128,THEFT,2010
1300,28,06,2010-07-18T17:00:00.000,OVER $500,41.859575911,-87.668839143,THEFT,2010
1301,49,08B,2010-07-22T11:00:00.000,DOMESTIC BATTERY SIMPLE,41.728134904,-87.626417532,BATTERY,2010
1302,56,26,2010-07-22T23:50:00.000,OTHER VIOLATION,41.8066438,-87.751690324,PUBLIC PEACE VIOLATION,2010
