,community_area,fbi_code,date,description,latitude,longitude,primary_type,year
29,37.0,18,2002-05-24T15:10:00.000,POSS: CANNABIS 30GMS OR LESS,41.80171934,-87.630703621,NARCOTICS,2002
856,37.0,18,2002-07-25T17:00:00.000,POSS: HEROIN(WHITE),,,NARCOTICS,2002
600,38.0,06,2002-05-16T17:44:35.000,$500 AND UNDER,,,THEFT,2002
542,38.0,08B,2002-04-26T10:37:12.000,SIMPLE,,,BATTERY,2002
1560,38.0,06,2002-08-25T16:00:00.000,FINANCIAL ID THEFT: OVER $300,41.81072585,-87.613823549,THEFT,2002
84,38.0,01A,2002-04-21T16:39:00.000,FIRST DEGREE MURDER,41.818114699,-87.609221202,HOMICIDE,2002
1458,38.0,06,2002-08-05T00:01:00.000,OVER $500,41.812831365,-87.613928374,THEFT,2002
751,38.0,18,2002-06-29T19:35:34.000,POSS: CANNABIS 30GMS OR LESS,,,NARCOTICS,2002
1544,38.0,06,2002-12-01T00:00:00.000,FINANCIAL ID THEFT: OVER $300,41.813112192,-87.610576113,THEFT,2002
1512,38.0,14,2002-08-22T22:20:00.000,TO VEHICLE,41.817836986,-87.610442281,CRIMINAL DAMAGE,2002
1510,38.0,06,2002-03-09T09:00:00.000,FINANCIAL ID THEFT: OVER $300,41.81235037,-87.621295861,THEFT,2002
1357,38.0,26,2002-11-25T14:30:00.000,OTHER VEHICLE OFFENSE,,,OTHER OFFENSE,2002
1462,38.0,06,2002-12-06T12:00:00.000,FINANCIAL ID THEFT: OVER $300,41.807111738,-87.607731238,THEFT,2002
1023,38.0,07,2002-09-12T06:00:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
1181,38.0,18,2002-10-15T20:30:00.000,POSS: CANNABIS 30GMS OR LESS,,,NARCOTICS,2002
830,38.0,06,2002-07-22T09:00:00.000,OVER $500,,,THEFT,2002
823,38.0,08B,2002-07-16T08:50:00.000,DOMESTIC BATTERY SIMPLE,,,BATTERY,2002
1402,39.0,06,2002-10-01T15:00:00.000,FINANCIAL ID THEFT: OVER $300,,,THEFT,2002
1294,39.0,07,2002-11-14T10:30:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
1491,39.0,06,2002-01-25T00:00:00.000,FINANCIAL ID THEFT: OVER $300,41.814775189,-87.59589135,THEFT,2002
1522,39.0,02,2002-01-01T00:00:00.000,SEX ASSLT OF CHILD BY FAM MBR,41.807257335,-87.593556747,OFFENSE INVOLVING CHILDREN,2002
1523,39.0,20,2002-09-01T00:01:00.000,AGG CRIM SEX ABUSE FAM MEMBER,41.808606225,-87.602788251,OFFENSE INVOLVING CHILDREN,2002
1436,40.0,06,2002-11-04T18:00:00.000,$500 AND UNDER,,,THEFT,2002
1129,40.0,08A,2002-10-09T19:36:07.000,SIMPLE,,,ASSAULT,2002
984,40.0,08B,2002-08-28T14:30:00.000,DOMESTIC BATTERY SIMPLE,,,BATTERY,2002
99,40.0,01A,2002-05-29T04:35:00.000,FIRST DEGREE MURDER,41.790420977,-87.623980798,HOMICIDE,2002
1120,40.0,06,2002-10-09T09:00:00.000,OVER $500,,,THEFT,2002
1359,40.0,26,2002-11-24T22:35:00.000,OTHER VEHICLE OFFENSE,,,OTHER OFFENSE,2002
1099,41.0,14,2002-10-03T07:00:00.000,TO VEHICLE,,,CRIMINAL DAMAGE,2002
558,41.0,18,2002-04-25T12:45:00.000,MANU/DELIVER:CRACK,,,NARCOTICS,2002
1081,41.0,10,2002-09-13T09:00:00.000,FORGERY,,,DECEPTIVE PRACTICE,2002
581,41.0,06,2002-05-09T00:00:00.000,OVER $500,,,THEFT,2002
1485,41.0,06,2002-01-01T00:00:00.000,FINANCIAL ID THEFT:$300 &UNDER,41.794476523,-87.598148376,THEFT,2002
870,41.0,03,2002-08-05T00:10:00.000,ARMED:KNIFE/CUTTING INSTRUMENT,,,ROBBERY,2002
1193,41.0,05,2002-10-24T10:00:00.000,UNLAWFUL ENTRY,,,BURGLARY,2002
1273,41.0,03,2002-11-09T09:50:00.000,ARMED: HANDGUN,,,ROBBERY,2002
1374,41.0,07,2002-11-28T01:10:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
657,41.0,08B,2002-06-07T14:00:00.000,SIMPLE,,,BATTERY,2002
1524,41.0,11,2002-07-07T00:00:00.000,FINAN EXPLOIT-ELDERLY/DISABLED,41.801401991,-87.605301699,DECEPTIVE PRACTICE,2002
1049,41.0,03,2002-09-20T02:00:00.000,ARMED: HANDGUN,,,ROBBERY,2002
583,42.0,08B,2002-05-09T22:25:39.000,SIMPLE,,,BATTERY,2002
983,42.0,08B,2002-08-28T15:40:00.000,DOMESTIC BATTERY SIMPLE,,,BATTERY,2002
1154,42.0,07,2002-10-16T05:45:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
680,42.0,08A,2002-06-17T00:50:00.000,SIMPLE,,,ASSAULT,2002
1604,42.0,02,2002-02-19T20:02:00.000,SEX ASSLT OF CHILD BY FAM MBR,,,OFFENSE INVOLVING CHILDREN,2002
1589,42.0,06,2002-09-13T10:00:00.000,FINANCIAL ID THEFT: OVER $300,,,THEFT,2002
653,42.0,11,2002-06-01T00:05:00.000,THEFT OF LOST/MISLAID PROP,,,DECEPTIVE PRACTICE,2002
100,42.0,01A,2002-06-04T03:20:00.000,FIRST DEGREE MURDER,41.781756818,-87.607217875,HOMICIDE,2002
730,42.0,08B,2002-06-29T23:14:50.000,SIMPLE,,,BATTERY,2002
107,42.0,01A,2002-06-21T02:20:00.000,FIRST DEGREE MURDER,41.774118663,-87.611882909,HOMICIDE,2002
23,42.0,26,2002-05-24T19:30:00.000,HARASSMENT BY TELEPHONE,41.785774983,-87.611656908,OTHER OFFENSE,2002
63,43.0,11,2002-06-02T06:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2002
62,43.0,02,2002-01-01T00:00:00.000,SEX ASSLT OF CHILD BY FAM MBR,,,OFFENSE INVOLVING CHILDREN,2002
664,43.0,14,2002-06-08T10:00:00.000,TO VEHICLE,,,CRIMINAL DAMAGE,2002
1329,43.0,08B,2002-11-20T15:49:23.000,DOMESTIC BATTERY SIMPLE,,,BATTERY,2002
1420,43.0,09,2002-11-03T02:44:00.000,ATTEMPT ARSON,,,ARSON,2002
1608,43.0,17,2002-01-01T00:00:00.000,CRIMINAL SEXUAL ABUSE,,,SEX OFFENSE,2002
1582,43.0,06,2002-08-03T12:00:00.000,FINANCIAL ID THEFT: OVER $300,,,THEFT,2002
27,43.0,18,2002-05-25T20:00:00.000,POSS: CRACK,41.758571453,-87.561511043,NARCOTICS,2002
897,43.0,18,2002-08-07T20:09:00.000,MANU/DELIVER:CRACK,,,NARCOTICS,2002
1343,43.0,07,2002-11-23T00:30:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
663,43.0,14,2002-06-09T23:45:00.000,TO VEHICLE,,,CRIMINAL DAMAGE,2002
613,43.0,08B,2002-05-18T11:20:00.000,SIMPLE,,,BATTERY,2002
622,43.0,16,2002-05-09T23:29:46.000,SOLICIT FOR BUSINESS,,,PROSTITUTION,2002
932,43.0,06,2002-06-05T16:00:00.000,$500 AND UNDER,,,THEFT,2002
1455,43.0,02,2002-02-07T10:00:00.000,AGG SEX ASSLT OF CHILD FAM MBR,41.769353766,-87.591078119,OFFENSE INVOLVING CHILDREN,2002
553,43.0,18,2002-04-26T22:33:08.000,POSS: CRACK,,,NARCOTICS,2002
1563,43.0,06,2002-02-02T09:00:00.000,FINANCIAL ID THEFT: OVER $300,41.765114204,-87.589862383,THEFT,2002
822,43.0,18,2002-07-07T18:28:36.000,POSS: CANNABIS 30GMS OR LESS,,,NARCOTICS,2002
1496,43.0,06,2002-08-21T00:00:00.000,FINANCIAL ID THEFT:$300 &UNDER,41.768857737,-87.571479508,THEFT,2002
1006,43.0,14,2002-09-02T07:30:00.000,TO VEHICLE,,,CRIMINAL DAMAGE,2002
1479,43.0,06,2002-06-30T16:00:00.000,FINANCIAL ID THEFT: OVER $300,41.769222543,-87.573938576,THEFT,2002
1534,43.0,06,2002-01-01T00:00:00.000,FINANCIAL ID THEFT: OVER $300,41.758573421,-87.557321761,THEFT,2002
1460,43.0,06,2002-06-01T09:00:00.000,FINANCIAL ID THEFT:$300 &UNDER,41.764324671,-87.577372235,THEFT,2002
1285,43.0,07,2002-11-13T22:30:00.000,"TRUCK, BUS, MOTOR HOME",,,MOTOR VEHICLE THEFT,2002
115,44.0,01A,2002-07-08T01:45:00.000,FIRST DEGREE MURDER,41.74828207,-87.6342366,HOMICIDE,2002
1532,44.0,06,2002-02-01T14:00:00.000,FINANCIAL ID THEFT: OVER $300,41.732941897,-87.608628897,THEFT,2002
1068,44.0,26,2002-09-28T03:00:00.000,TELEPHONE THREAT,,,OTHER OFFENSE,2002
1268,44.0,06,2002-11-08T12:00:00.000,RETAIL THEFT,,,THEFT,2002
1412,44.0,06,2002-10-31T09:53:00.000,RETAIL THEFT,,,THEFT,2002
868,44.0,07,2002-08-04T14:00:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
93,44.0,01A,2002-05-18T02:50:00.000,FIRST DEGREE MURDER,41.722969133,-87.606033922,HOMICIDE,2002
1185,44.0,06,2002-10-26T18:00:00.000,$500 AND UNDER,,,THEFT,2002
1301,44.0,07,2002-11-15T00:00:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
1607,44.0,06,2002-01-17T09:00:00.000,FINANCIAL ID THEFT: OVER $300,,,THEFT,2002
1182,44.0,11,2002-10-20T21:02:00.000,CREDIT CARD FRAUD,,,DECEPTIVE PRACTICE,2002
1363,44.0,07,2002-11-26T21:00:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
1434,44.0,07,2002-11-04T22:30:00.000,"TRUCK, BUS, MOTOR HOME",,,MOTOR VEHICLE THEFT,2002
1430,44.0,07,2002-11-04T09:00:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
712,44.0,01A,2002-12-17T01:15:00.000,FIRST DEGREE MURDER,41.726848683,-87.604590771,HOMICIDE,2002
725,44.0,06,2002-06-26T11:20:00.000,$500 AND UNDER,,,THEFT,2002
1308,44.0,07,2002-11-16T05:33:37.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
75,44.0,01A,2002-03-10T14:20:00.000,FIRST DEGREE MURDER,41.72491915,-87.604546637,HOMICIDE,2002
1555,44.0,06,2002-12-16T17:00:00.000,FINANCIAL ID THEFT: OVER $300,41.746408255,-87.632974368,THEFT,2002
729,45.0,14,2002-06-25T06:00:00.000,TO VEHICLE,,,CRIMINAL DAMAGE,2002
1104,45.0,03,2002-09-28T15:20:00.000,ARMED: OTHER DANGEROUS WEAPON,,,ROBBERY,2002
1552,45.0,06,2002-01-09T12:00:00.000,FINANCIAL ID THEFT: OVER $300,,,THEFT,2002
602,45.0,06,2002-04-30T12:00:00.000,FINANCIAL ID THEFT:$300 &UNDER,,,THEFT,2002
117,46.0,01A,2002-07-21T03:05:00.000,FIRST DEGREE MURDER,41.733127244,-87.552715113,HOMICIDE,2002
790,46.0,07,2002-07-13T22:00:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
1561,46.0,06,2002-03-14T00:00:00.000,FINANCIAL ID THEFT:$300 &UNDER,41.743777669,-87.544246171,THEFT,2002
1535,46.0,06,2002-11-01T12:00:00.000,FINANCIAL ID THEFT:$300 &UNDER,41.745866673,-87.55885262,THEFT,2002
1341,46.0,03,2002-11-21T23:55:00.000,ARMED: HANDGUN,,,ROBBERY,2002
1180,46.0,14,2002-10-22T15:23:40.000,TO PROPERTY,,,CRIMINAL DAMAGE,2002
1471,46.0,20,2002-01-01T00:01:00.000,AGG CRIM SEX ABUSE FAM MEMBER,41.736940053,-87.550034589,OFFENSE INVOLVING CHILDREN,2002
791,46.0,04B,2002-08-06T22:00:00.000,AGGRAVATED: HANDGUN,,,BATTERY,2002
703,46.0,01A,2002-12-15T01:50:00.000,FIRST DEGREE MURDER,41.744000079,-87.545463664,HOMICIDE,2002
936,46.0,07,2002-08-21T00:30:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
1425,46.0,07,2002-11-03T20:00:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
1319,46.0,18,2002-11-11T13:02:03.000,POSS: CANNABIS 30GMS OR LESS,,,NARCOTICS,2002
879,46.0,08B,2002-08-06T17:07:28.000,SIMPLE,,,BATTERY,2002
648,46.0,18,2002-06-03T01:52:03.000,POSS: COCAINE,,,NARCOTICS,2002
986,46.0,07,2002-09-01T09:25:36.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
899,46.0,18,2002-08-07T21:16:00.000,POSS: CANNABIS 30GMS OR LESS,,,NARCOTICS,2002
1258,47.0,18,2002-11-04T19:15:00.000,POSS: CANNABIS 30GMS OR LESS,,,NARCOTICS,2002
381,48.0,04B,2002-04-27T02:57:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,,,BATTERY,2002
1344,48.0,07,2002-11-24T01:11:55.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
1386,48.0,07,2002-11-29T21:30:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
1007,48.0,14,2002-09-08T05:00:00.000,TO VEHICLE,,,CRIMINAL DAMAGE,2002
1490,48.0,06,2002-08-15T12:00:00.000,FINANCIAL ID THEFT:$300 &UNDER,41.732695524,-87.578043644,THEFT,2002
169,49.0,01A,2002-08-02T01:15:00.000,FIRST DEGREE MURDER,41.721175221,-87.61533625,HOMICIDE,2002
1590,49.0,06,2002-05-20T09:00:00.000,AGG: FINANCIAL ID THEFT,,,THEFT,2002
1109,49.0,14,2002-10-05T06:30:00.000,TO VEHICLE,,,CRIMINAL DAMAGE,2002
1387,49.0,04B,2002-11-25T01:13:00.000,AGGRAVATED: HANDGUN,,,BATTERY,2002
457,49.0,08B,2002-04-26T15:40:14.000,SIMPLE,,,BATTERY,2002
1551,49.0,06,2002-05-03T08:00:00.000,FINANCIAL ID THEFT: OVER $300,41.715744007,-87.613986558,THEFT,2002
1072,49.0,08B,2002-09-28T19:34:57.000,DOMESTIC BATTERY SIMPLE,,,BATTERY,2002
1095,49.0,16,2002-10-03T00:23:15.000,SOLICIT ON PUBLIC WAY,,,PROSTITUTION,2002
1169,49.0,07,2002-10-19T11:30:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
1303,49.0,07,2002-11-17T19:30:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
1232,49.0,04B,2002-11-06T01:50:36.000,AGGRAVATED: HANDGUN,,,BATTERY,2002
1247,49.0,07,2002-11-07T00:00:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
1046,49.0,18,2002-09-11T18:44:40.000,POSS: CRACK,,,NARCOTICS,2002
796,49.0,18,2002-07-09T23:45:00.000,POSS: CANNABIS 30GMS OR LESS,,,NARCOTICS,2002
1355,49.0,07,2002-11-26T08:40:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
825,49.0,04A,2002-07-20T09:44:54.000,AGGRAVATED: OTHER DANG WEAPON,,,ASSAULT,2002
1348,49.0,06,2002-11-20T17:00:00.000,FINANCIAL ID THEFT:$300 &UNDER,,,THEFT,2002
1593,50.0,06,2002-11-01T00:00:00.000,FINANCIAL ID THEFT: OVER $300,,,THEFT,2002
737,50.0,05,2002-07-03T05:12:33.000,ATTEMPT FORCIBLE ENTRY,,,BURGLARY,2002
10,51.0,18,2002-05-23T07:30:00.000,POSS: CANNABIS 30GMS OR LESS,41.708029389,-87.569290282,NARCOTICS,2002
3439,51.0,07,2002-01-05T22:00:00.000,AUTOMOBILE,41.70718477,-87.553856688,MOTOR VEHICLE THEFT,2002
1403,51.0,14,2002-12-19T14:10:00.000,TO VEHICLE,,,CRIMINAL DAMAGE,2002
837,51.0,08B,2002-07-23T15:30:00.000,SIMPLE,,,BATTERY,2002
1381,52.0,07,2002-11-28T12:00:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
1335,52.0,04B,2002-11-21T20:34:41.000,AGGRAVATED DOMESTIC BATTERY,,,BATTERY,2002
1576,52.0,06,2002-04-11T12:00:00.000,FINANCIAL ID THEFT: OVER $300,,,THEFT,2002
1150,53.0,08A,2002-10-14T23:45:00.000,SIMPLE,,,ASSAULT,2002
13,53.0,08B,2002-05-27T23:40:00.000,SIMPLE,41.670021366,-87.640446083,BATTERY,2002
997,53.0,09,2002-09-04T23:45:44.000,BY FIRE,,,ARSON,2002
1616,53.0,02,2002-01-01T00:01:00.000,AGG SEX ASSLT OF CHILD FAM MBR,,,OFFENSE INVOLVING CHILDREN,2002
1502,53.0,02,2002-08-01T08:00:00.000,SEX ASSLT OF CHILD BY FAM MBR,41.666981056,-87.634622762,OFFENSE INVOLVING CHILDREN,2002
686,53.0,14,2002-06-17T07:00:00.000,TO PROPERTY,,,CRIMINAL DAMAGE,2002
530,53.0,26,2002-04-20T19:00:00.000,SOLICIT NARCOTICS ON PUBLICWAY,,,NARCOTICS,2002
1449,53.0,06,2002-08-19T00:00:00.000,FINANCIAL ID THEFT: OVER $300,41.677136174,-87.626269429,THEFT,2002
1495,53.0,06,2002-01-01T09:00:00.000,FINANCIAL ID THEFT: OVER $300,41.683399489,-87.622829192,THEFT,2002
1598,53.0,06,2002-01-01T23:59:00.000,FROM BUILDING,,,THEFT,2002
1254,53.0,07,2002-07-01T13:00:00.000,"TRUCK, BUS, MOTOR HOME",,,MOTOR VEHICLE THEFT,2002
1080,53.0,16,2002-09-26T05:10:00.000,SOLICIT ON PUBLIC WAY,,,PROSTITUTION,2002
87,53.0,01A,2002-04-28T18:00:00.000,FIRST DEGREE MURDER,41.67175828,-87.661199219,HOMICIDE,2002
618,54.0,08B,2002-05-15T14:35:00.000,SIMPLE,,,BATTERY,2002
699,54.0,08B,2002-06-23T01:30:00.000,SIMPLE,,,BATTERY,2002
1286,56.0,11,2002-10-03T21:00:00.000,"THEFT BY LESSEE,MOTOR VEH",,,DECEPTIVE PRACTICE,2002
1413,56.0,08A,2002-10-31T23:30:00.000,SIMPLE,,,ASSAULT,2002
1351,56.0,03,2002-11-25T14:10:00.000,STRONGARM - NO WEAPON,,,ROBBERY,2002
1333,56.0,03,2002-11-22T14:09:00.000,STRONGARM - NO WEAPON,,,ROBBERY,2002
385,56.0,01A,2002-10-03T02:00:00.000,FIRST DEGREE MURDER,41.791562181,-87.775688115,HOMICIDE,2002
1281,56.0,07,2002-11-13T06:00:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
1476,56.0,10,2002-06-10T15:00:00.000,FORGERY,41.801575767,-87.740546283,DECEPTIVE PRACTICE,2002
1426,56.0,07,2002-11-01T23:30:00.000,ATT: AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
841,57.0,14,2002-07-25T17:00:00.000,TO PROPERTY,,,CRIMINAL DAMAGE,2002
342,57.0,07,2002-03-15T15:30:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
954,57.0,07,2002-07-06T01:00:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
1480,57.0,06,2002-12-30T12:00:00.000,FINANCIAL ID THEFT: OVER $300,41.803423031,-87.725906081,THEFT,2002
1092,57.0,06,2002-09-21T23:00:00.000,OVER $500,,,THEFT,2002
1296,58.0,07,2002-11-13T02:00:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
24,58.0,14,2002-05-26T19:30:00.000,TO PROPERTY,41.822908343,-87.688321961,CRIMINAL DAMAGE,2002
1457,58.0,06,2002-04-11T00:00:00.000,FINANCIAL ID THEFT: OVER $300,41.825399862,-87.700606331,THEFT,2002
1573,58.0,02,2002-08-28T22:00:00.000,SEX ASSLT OF CHILD BY FAM MBR,,,OFFENSE INVOLVING CHILDREN,2002
560,58.0,01A,2002-11-09T20:47:00.000,FIRST DEGREE MURDER,41.823267057,-87.699519339,HOMICIDE,2002
1309,58.0,05,2002-11-17T01:35:00.000,FORCIBLE ENTRY,,,BURGLARY,2002
60,58.0,08B,2002-12-19T15:45:00.000,SIMPLE,41.828154679,-87.700527837,BATTERY,2002
757,58.0,04A,2002-07-05T15:08:00.000,AGGRAVATED: HANDGUN,,,ASSAULT,2002
1553,58.0,20,2002-07-01T00:01:00.000,AGG CRIM SEX ABUSE FAM MEMBER,41.815481847,-87.698579957,OFFENSE INVOLVING CHILDREN,2002
1266,58.0,08A,2002-11-09T23:45:00.000,SIMPLE,,,ASSAULT,2002
1168,58.0,18,2002-10-14T18:15:00.000,POSS: COCAINE,,,NARCOTICS,2002
1262,58.0,07,2002-11-08T22:00:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
913,58.0,14,2002-05-26T14:15:00.000,TO VEHICLE,,,CRIMINAL DAMAGE,2002
766,58.0,01A,2002-12-25T11:59:00.000,FIRST DEGREE MURDER,41.809193694,-87.697901093,HOMICIDE,2002
907,59.0,06,2002-05-27T10:45:00.000,OVER $500,,,THEFT,2002
1020,59.0,04B,2002-09-12T03:47:22.000,AGGRAVATED: OTHER DANG WEAPON,,,BATTERY,2002
1130,59.0,07,2002-10-12T05:30:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
1152,59.0,18,2002-10-08T21:15:00.000,POSS: CANNABIS 30GMS OR LESS,,,NARCOTICS,2002
877,59.0,14,2002-07-26T15:51:01.000,TO PROPERTY,,,CRIMINAL DAMAGE,2002
536,59.0,14,2002-04-25T20:15:00.000,TO VEHICLE,,,CRIMINAL DAMAGE,2002
1189,59.0,17,2002-10-22T22:30:00.000,FORNICATION,,,SEX OFFENSE,2002
797,59.0,26,2002-07-08T18:17:00.000,TO LAND,,,CRIMINAL TRESPASS,2002
951,59.0,08A,2002-08-23T14:32:28.000,SIMPLE,,,ASSAULT,2002
561,60.0,14,2002-05-05T11:41:00.000,TO PROPERTY,,,CRIMINAL DAMAGE,2002
625,60.0,05,2002-05-17T15:00:00.000,FORCIBLE ENTRY,,,BURGLARY,2002
839,60.0,06,2002-07-24T09:00:00.000,OVER $500,,,THEFT,2002
1209,60.0,11,2002-08-04T01:53:28.000,THEFT OF LOST/MISLAID PROP,,,DECEPTIVE PRACTICE,2002
1085,60.0,16,2002-09-14T12:45:00.000,SOLICIT ON PUBLIC WAY,,,PROSTITUTION,2002
779,60.0,08B,2002-07-10T23:45:00.000,SIMPLE,,,BATTERY,2002
549,61.0,14,2002-04-30T23:00:00.000,TO VEHICLE,,,CRIMINAL DAMAGE,2002
529,61.0,16,2002-04-22T10:15:00.000,SOLICIT ON PUBLIC WAY,,,PROSTITUTION,2002
982,61.0,05,2002-08-31T01:00:00.000,UNLAWFUL ENTRY,,,BURGLARY,2002
975,61.0,08B,2002-08-31T00:14:03.000,SIMPLE,,,BATTERY,2002
1478,61.0,11,2002-10-28T08:00:00.000,FRAUD OR CONFIDENCE GAME,41.800645741,-87.668410415,DECEPTIVE PRACTICE,2002
771,61.0,18,2002-07-05T19:33:55.000,POSS: CRACK,,,NARCOTICS,2002
1089,61.0,14,2002-09-29T14:39:02.000,TO PROPERTY,,,CRIMINAL DAMAGE,2002
1086,61.0,08B,2002-09-28T16:37:00.000,SIMPLE,,,BATTERY,2002
1453,61.0,06,2002-06-08T15:00:00.000,FINANCIAL ID THEFT: OVER $300,41.802539101,-87.676965826,THEFT,2002
740,61.0,16,2002-06-25T08:20:00.000,SOLICIT FOR BUSINESS,,,PROSTITUTION,2002
68,61.0,01A,2002-02-01T22:07:00.000,FIRST DEGREE MURDER,41.807738845,-87.66495155,HOMICIDE,2002
946,61.0,05,2002-08-23T10:50:54.000,FORCIBLE ENTRY,,,BURGLARY,2002
896,61.0,22,2002-07-07T11:45:00.000,SELL/GIVE/DEL LIQUOR TO MINOR,,,LIQUOR LAW VIOLATION,2002
52,61.0,08B,2002-06-23T20:15:00.000,SIMPLE,,,BATTERY,2002
638,61.0,16,2002-05-20T20:00:00.000,SOLICIT FOR BUSINESS,,,PROSTITUTION,2002
586,61.0,08B,2002-05-10T23:58:44.000,SIMPLE,,,BATTERY,2002
928,61.0,18,2002-05-28T20:20:00.000,POSS: HEROIN(WHITE),,,NARCOTICS,2002
1200,61.0,18,2002-10-21T22:45:00.000,POSS: CANNABIS 30GMS OR LESS,,,NARCOTICS,2002
874,61.0,16,2002-07-29T13:02:07.000,SOLICIT FOR BUSINESS,,,PROSTITUTION,2002
639,61.0,16,2002-05-20T20:00:00.000,SOLICIT FOR BUSINESS,,,PROSTITUTION,2002
1416,61.0,03,2002-11-01T21:21:17.000,ARMED: HANDGUN,,,ROBBERY,2002
1419,61.0,16,2002-10-24T21:45:00.000,SOLICIT FOR BUSINESS,,,PROSTITUTION,2002
697,61.0,18,2002-06-17T10:40:00.000,POSS: CANNABIS 30GMS OR LESS,,,NARCOTICS,2002
1205,61.0,16,2002-10-21T20:15:00.000,SOLICIT FOR BUSINESS,,,PROSTITUTION,2002
1441,61.0,16,2002-10-24T22:30:00.000,SOLICIT FOR BUSINESS,,,PROSTITUTION,2002
713,61.0,16,2002-06-24T21:30:00.000,SOLICIT ON PUBLIC WAY,,,PROSTITUTION,2002
1611,61.0,06,2002-02-02T16:00:00.000,FINANCIAL ID THEFT: OVER $300,,,THEFT,2002
286,61.0,01A,2002-08-28T15:18:00.000,FIRST DEGREE MURDER,41.801255138,-87.650198227,HOMICIDE,2002
659,61.0,06,2002-06-07T23:30:00.000,$500 AND UNDER,,,THEFT,2002
1224,61.0,18,2002-11-03T21:55:00.000,POSS: CANNABIS 30GMS OR LESS,,,NARCOTICS,2002
739,62.0,01A,2002-12-21T06:30:00.000,FIRST DEGREE MURDER,41.799697107,-87.720891121,HOMICIDE,2002
1514,63.0,06,2002-05-01T00:00:00.000,$500 AND UNDER,41.800085886,-87.704970373,THEFT,2002
2415,63.0,07,2002-01-02T15:00:00.000,"TRUCK, BUS, MOTOR HOME",41.804133114,-87.703859846,MOTOR VEHICLE THEFT,2002
1139,63.0,07,2002-10-14T08:15:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2002
736,63.0,05,2002-06-29T09:00:00.000,FORCIBLE ENTRY,,,BURGLARY,2002
1113,63.0,04A,2002-10-05T20:00:00.000,AGGRAVATED: OTHER DANG WEAPON,,,ASSAULT,2002
1048,63.0,14,2002-09-10T21:03:07.000,TO PROPERTY,,,CRIMINAL DAMAGE,2002
1487,63.0,20,2002-06-01T00:00:00.000,CRIM SEX ABUSE BY FAM MEMBER,41.791424824,-87.687632924,OFFENSE INVOLVING CHILDREN,2002
804,63.0,07,2002-07-15T19:00:00.000,"TRUCK, BUS, MOTOR HOME",,,MOTOR VEHICLE THEFT,2002
61,63.0,02,2002-11-09T00:00:00.000,AGGRAVATED: OTHER,,,CRIM SEXUAL ASSAULT,2002
1103,63.0,26,2002-10-06T01:00:00.000,OTHER VEHICLE OFFENSE,,,OTHER OFFENSE,2002
1527,64.0,11,2002-10-31T09:00:00.000,FRAUD OR CONFIDENCE GAME,41.778324321,-87.747686071,DECEPTIVE PRACTICE,2002
1396,64.0,11,2002-09-26T15:30:00.000,"THEFT BY LESSEE,MOTOR VEH",,,DECEPTIVE PRACTICE,2002
1331,64.0,11,2002-10-11T17:53:00.000,"THEFT BY LESSEE,MOTOR VEH",,,DECEPTIVE PRACTICE,2002
883,65.0,14,2002-08-04T15:45:00.000,TO VEHICLE,,,CRIMINAL DAMAGE,2002
689,65.0,08A,2002-06-18T06:50:00.000,SIMPLE,,,ASSAULT,2002
1170,65.0,06,2002-10-21T06:30:00.000,OVER $500,,,THEFT,2002
