,community_area,fbi_code,date,description,latitude,longitude,primary_type,year
1515,2,07,2018-12-14T00:30:00.000,AUTOMOBILE,41.997784328,-87.686820211,MOTOR VEHICLE THEFT,2018
1516,69,08B,2018-12-09T10:00:00.000,CHILD ABUSE,41.767102753,-87.61690646,OFFENSE INVOLVING CHILDREN,2018
1517,2,07,2018-12-06T02:25:00.000,AUTOMOBILE,41.997800745,-87.685837792,MOTOR VEHICLE THEFT,2018
1518,6,11,2018-10-21T16:17:00.000,FRAUD OR CONFIDENCE GAME,41.953962409,-87.654529255,DECEPTIVE PRACTICE,2018
1519,23,18,2018-09-15T09:17:00.000,MANU/DELIVER: HEROIN (WHITE),,,NARCOTICS,2018
1520,25,18,2018-09-11T17:28:00.000,POSS: COCAINE,,,NARCOTICS,2018
1521,43,18,2018-09-14T14:00:00.000,MANU/DELIVER: HEROIN (WHITE),,,NARCOTICS,2018
1522,67,18,2018-09-16T11:20:19.000,MANU/DELIVER:CRACK,,,NARCOTICS,2018
1523,25,18,2018-08-01T17:37:00.000,POSS: HEROIN(WHITE),,,NARCOTICS,2018
1524,49,18,2018-07-12T13:45:00.000,MANU/DELIVER:CRACK,,,NARCOTICS,2018
1525,49,18,2018-06-29T15:03:00.000,MANU/DELIVER: HEROIN (WHITE),,,NARCOTICS,2018
1526,61,18,2018-07-06T19:09:00.000,MANU/DELIVER: HEROIN (WHITE),,,NARCOTICS,2018
1527,45,18,2018-06-27T10:54:00.000,MANU/DELIVER: HALLUCINOGEN,,,NARCOTICS,2018
1528,23,18,2018-07-06T20:19:00.000,MANU/DELIVER: HEROIN (WHITE),,,NARCOTICS,2018
1529,27,18,2018-07-07T15:52:00.000,MANU/DELIVER: HEROIN (WHITE),,,NARCOTICS,2018
1530,27,18,2018-07-08T12:25:00.000,MANU/DELIVER:CRACK,,,NARCOTICS,2018
1531,67,18,2018-07-03T17:58:07.000,POSS: CRACK,,,NARCOTICS,2018
1532,58,18,2018-04-20T18:10:58.000,POSS: CANNABIS MORE THAN 30GMS,,,NARCOTICS,2018
1533,67,18,2018-07-03T17:57:47.000,POSS: HEROIN(WHITE),,,NARCOTICS,2018
1534,29,18,2018-07-26T10:20:00.000,POSS: CANNABIS MORE THAN 30GMS,,,NARCOTICS,2018
1535,29,18,2018-07-26T11:00:00.000,FOUND SUSPECT NARCOTICS,,,NARCOTICS,2018
1536,29,18,2018-07-26T11:45:00.000,FOUND SUSPECT NARCOTICS,,,NARCOTICS,2018
1537,29,18,2018-07-26T12:10:00.000,FOUND SUSPECT NARCOTICS,,,NARCOTICS,2018
1538,29,18,2018-08-20T11:20:00.000,FOUND SUSPECT NARCOTICS,,,NARCOTICS,2018
1539,29,18,2018-08-20T12:00:00.000,FOUND SUSPECT NARCOTICS,,,NARCOTICS,2018
1540,26,18,2018-05-24T07:15:00.000,POSS: CRACK,,,NARCOTICS,2018
1541,46,04A,2018-08-05T18:19:00.000,AGGRAVATED: HANDGUN,41.751205016,-87.557733012,ASSAULT,2018
1542,67,04B,2018-07-26T02:40:00.000,AGGRAVATED: HANDGUN,41.793255003,-87.66456298,BATTERY,2018
1543,71,11,2018-09-01T08:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1544,6,11,2018-11-13T00:00:00.000,CREDIT CARD FRAUD,,,DECEPTIVE PRACTICE,2018
1545,19,06,2018-12-21T07:00:00.000,FROM BUILDING,,,THEFT,2018
1546,29,11,2018-12-08T00:01:00.000,FINANCIAL IDENTITY THEFT $300 AND UNDER,,,DECEPTIVE PRACTICE,2018
1547,3,11,2018-10-01T00:01:00.000,CREDIT CARD FRAUD,,,DECEPTIVE PRACTICE,2018
1548,40,11,2018-12-20T12:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1549,28,11,2018-01-01T00:01:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1550,41,02,2018-11-11T15:30:00.000,NON-AGGRAVATED,41.79453743,-87.580435129,CRIM SEXUAL ASSAULT,2018
1551,6,11,2018-12-01T13:00:00.000,CREDIT CARD FRAUD,,,DECEPTIVE PRACTICE,2018
1552,33,26,2018-11-18T12:00:00.000,HARASSMENT BY TELEPHONE,,,OTHER OFFENSE,2018
1553,27,11,2018-09-01T11:40:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1554,63,11,2018-09-01T00:01:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1555,71,02,2018-12-17T04:40:00.000,NON-AGGRAVATED,41.735781304,-87.663650053,CRIM SEXUAL ASSAULT,2018
1556,23,04B,2018-12-15T13:23:00.000,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,41.899048297,-87.723072278,BATTERY,2018
1557,66,02,2018-12-14T17:00:00.000,NON-AGGRAVATED,41.778785401,-87.684848686,CRIM SEXUAL ASSAULT,2018
1558,1,08B,2018-10-13T09:00:00.000,DOMESTIC BATTERY SIMPLE,42.017043975,-87.681649864,BATTERY,2018
1559,1,14,2018-10-02T16:30:00.000,TO VEHICLE,42.017120808,-87.68164908,CRIMINAL DAMAGE,2018
1560,34,02,2018-10-03T22:10:00.000,PREDATORY,41.82618602,-87.63139377,CRIM SEXUAL ASSAULT,2018
1561,1,05,2018-10-04T10:30:00.000,UNLAWFUL ENTRY,42.017120808,-87.68164908,BURGLARY,2018
1562,73,06,2018-09-21T13:18:00.000,$500 AND UNDER,41.716121577,-87.63470611,THEFT,2018
1563,24,03,2018-09-23T02:40:00.000,ARMED: HANDGUN,41.90352381,-87.66674162,ROBBERY,2018
1564,24,03,2018-08-22T07:55:00.000,ARMED:KNIFE/CUTTING INSTRUMENT,41.903304304,-87.670064675,ROBBERY,2018
1565,59,17,2018-07-02T07:00:00.000,CRIMINAL SEXUAL ABUSE,41.833222223,-87.673027059,SEX OFFENSE,2018
1566,30,17,2018-08-07T19:30:00.000,CRIM SEX ABUSE BY FAM MEMBER,41.845415905,-87.707499802,OFFENSE INVOLVING CHILDREN,2018
1567,22,08B,2018-08-05T04:10:00.000,SIMPLE,41.923003976,-87.697511683,BATTERY,2018
1568,43,17,2018-05-04T00:01:00.000,AGG CRIM SEX ABUSE FAM MEMBER,41.754574833,-87.566290335,OFFENSE INVOLVING CHILDREN,2018
1569,25,03,2018-05-14T09:10:00.000,ARMED: HANDGUN,41.909407901,-87.763135333,ROBBERY,2018
1570,22,03,2018-03-12T21:40:00.000,ARMED: HANDGUN,41.931138327,-87.697596282,ROBBERY,2018
1571,64,11,2018-10-25T12:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1572,24,11,2018-12-12T13:30:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1573,44,11,2018-01-23T09:15:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1574,32,11,2018-12-29T08:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1575,39,11,2018-10-17T17:00:00.000,FRAUD OR CONFIDENCE GAME,,,DECEPTIVE PRACTICE,2018
1576,70,11,2018-02-19T09:00:00.000,CREDIT CARD FRAUD,,,DECEPTIVE PRACTICE,2018
1577,60,11,2018-09-01T09:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1578,60,06,2018-04-02T00:01:00.000,OVER $500,,,THEFT,2018
1579,5,06,2018-07-17T22:30:00.000,$500 AND UNDER,,,THEFT,2018
1580,28,06,2018-10-16T11:00:00.000,OVER $500,,,THEFT,2018
1581,38,10,2018-12-01T12:00:00.000,FORGERY,,,DECEPTIVE PRACTICE,2018
1582,3,14,2018-10-12T12:00:00.000,TO PROPERTY,,,CRIMINAL DAMAGE,2018
1583,71,10,2018-09-26T08:00:00.000,FORGERY,,,DECEPTIVE PRACTICE,2018
1584,70,17,2018-11-15T17:00:00.000,NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES,,,SEX OFFENSE,2018
1585,24,11,2018-11-09T17:30:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1586,3,11,2018-07-02T09:00:00.000,BOGUS CHECK,,,DECEPTIVE PRACTICE,2018
1587,28,06,2018-11-12T15:15:00.000,OVER $500,,,THEFT,2018
1588,3,11,2018-12-28T12:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1589,43,11,2018-03-07T08:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1590,8,06,2018-01-01T00:01:00.000,OVER $500,,,THEFT,2018
1591,23,03,2018-12-21T10:59:00.000,STRONGARM - NO WEAPON,41.899838477,-87.73188417,ROBBERY,2018
1592,41,26,2018-12-11T07:30:00.000,HARASSMENT BY TELEPHONE,41.790353984,-87.604942686,OTHER OFFENSE,2018
1593,41,26,2018-12-11T12:45:00.000,VIOLATE ORDER OF PROTECTION,41.790353984,-87.604942686,OTHER OFFENSE,2018
1594,53,10,2018-12-09T10:33:00.000,COUNTERFEITING DOCUMENT,41.675504659,-87.641829486,DECEPTIVE PRACTICE,2018
1595,32,02,2018-03-19T07:00:00.000,NON-AGGRAVATED,,,CRIM SEXUAL ASSAULT,2018
1596,19,26,2018-09-20T12:00:00.000,OTHER VEHICLE OFFENSE,,,OTHER OFFENSE,2018
1597,68,02,2018-07-20T01:00:00.000,NON-AGGRAVATED,,,CRIM SEXUAL ASSAULT,2018
1598,4,11,2018-12-10T13:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1599,32,10,2018-04-05T09:00:00.000,COUNTERFEIT CHECK,,,DECEPTIVE PRACTICE,2018
1600,61,06,2018-03-20T09:00:00.000,RETAIL THEFT,,,THEFT,2018
1601,54,02,2018-06-30T22:00:00.000,AGG SEX ASSLT OF CHILD FAM MBR,,,OFFENSE INVOLVING CHILDREN,2018
1602,69,11,2018-09-15T18:00:00.000,FINAN EXPLOIT-ELDERLY/DISABLED,,,DECEPTIVE PRACTICE,2018
1603,70,11,2018-10-18T10:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1604,77,26,2018-11-01T12:00:00.000,OTHER VEHICLE OFFENSE,,,OTHER OFFENSE,2018
1605,61,06,2018-03-01T15:15:00.000,RETAIL THEFT,,,THEFT,2018
1606,58,06,2018-12-10T00:00:00.000,$500 AND UNDER,,,THEFT,2018
1607,30,06,2018-12-11T18:00:00.000,$500 AND UNDER,41.847944608,-87.722512189,THEFT,2018
1608,19,04B,2018-11-25T00:00:00.000,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,41.921336496,-87.779839808,BATTERY,2018
1609,24,14,2018-11-15T01:06:00.000,TO PROPERTY,41.904409238,-87.667522209,CRIMINAL DAMAGE,2018
1610,66,07,2018-10-29T11:00:00.000,AUTOMOBILE,41.776568173,-87.680999537,MOTOR VEHICLE THEFT,2018
1611,32,17,2018-10-13T05:10:00.000,PUBLIC INDECENCY,41.87532588,-87.642451908,SEX OFFENSE,2018
1612,28,06,2018-10-09T09:30:00.000,OVER $500,41.880521497,-87.644863603,THEFT,2018
1613,28,06,2018-09-26T05:00:00.000,OVER $500,41.880521497,-87.644863603,THEFT,2018
1614,61,17,2018-08-02T21:07:00.000,SEXUAL EXPLOITATION OF A CHILD,41.802251708,-87.662371544,SEX OFFENSE,2018
1615,31,17,2018-05-01T00:00:00.000,AGG CRIM SEX ABUSE FAM MEMBER,41.855006157,-87.669690322,OFFENSE INVOLVING CHILDREN,2018
1616,66,08A,2018-06-28T11:20:00.000,SIMPLE,41.780444547,-87.683673387,ASSAULT,2018
1617,8,15,2018-06-09T21:45:00.000,RECKLESS FIREARM DISCHARGE,41.897684726,-87.641792232,WEAPONS VIOLATION,2018
1618,20,02,2018-05-01T08:46:00.000,PREDATORY,41.916190641,-87.726528043,CRIM SEXUAL ASSAULT,2018
1619,26,06,2018-02-27T01:39:00.000,$500 AND UNDER,41.871835247,-87.726488793,THEFT,2018
1620,42,26,2018-02-19T15:00:00.000,CHILD ABDUCTION,41.777994582,-87.604646278,OFFENSE INVOLVING CHILDREN,2018
1621,31,03,2018-02-12T11:15:00.000,ARMED:KNIFE/CUTTING INSTRUMENT,41.851990558,-87.689028236,ROBBERY,2018
1622,66,02,2018-02-10T01:17:00.000,AGG SEX ASSLT OF CHILD FAM MBR,41.7638514,-87.684445601,OFFENSE INVOLVING CHILDREN,2018
1623,45,11,2018-09-01T08:00:00.000,FINANCIAL IDENTITY THEFT $300 AND UNDER,,,DECEPTIVE PRACTICE,2018
1624,36,26,2018-09-27T00:01:00.000,HARASSMENT BY TELEPHONE,,,OTHER OFFENSE,2018
1625,53,02,2018-11-30T13:00:00.000,AGGRAVATED: OTHER,,,CRIM SEXUAL ASSAULT,2018
1626,33,11,2018-12-03T12:00:00.000,CREDIT CARD FRAUD,,,DECEPTIVE PRACTICE,2018
1627,25,11,2018-11-30T12:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1628,3,11,2018-12-28T17:20:00.000,FRAUD OR CONFIDENCE GAME,,,DECEPTIVE PRACTICE,2018
1629,24,17,2018-10-31T08:00:00.000,CRIMINAL SEXUAL ABUSE,,,SEX OFFENSE,2018
1630,61,08A,2018-12-05T12:00:00.000,TELEPHONE THREAT,,,OTHER OFFENSE,2018
1631,44,11,2018-12-19T20:06:00.000,FRAUD OR CONFIDENCE GAME,,,DECEPTIVE PRACTICE,2018
1632,45,07,2018-07-30T00:00:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2018
1633,42,11,2018-12-02T08:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1634,32,17,2018-11-22T20:00:00.000,NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES,,,SEX OFFENSE,2018
1635,70,11,2018-11-18T00:01:00.000,CREDIT CARD FRAUD,,,DECEPTIVE PRACTICE,2018
1636,15,11,2018-12-11T09:10:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1637,51,17,2018-12-28T10:00:00.000,NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES,41.720928881,-87.551921377,SEX OFFENSE,2018
1638,69,07,2018-09-05T16:00:00.000,THEFT/RECOVERY: AUTOMOBILE,,,MOTOR VEHICLE THEFT,2018
1639,3,11,2018-12-24T09:15:00.000,FINANCIAL IDENTITY THEFT $300 AND UNDER,,,DECEPTIVE PRACTICE,2018
1640,25,11,2018-12-07T08:00:00.000,FINANCIAL IDENTITY THEFT $300 AND UNDER,,,DECEPTIVE PRACTICE,2018
1641,38,11,2018-03-16T00:01:00.000,ATTEMPT - FINANCIAL IDENTITY THEFT,,,DECEPTIVE PRACTICE,2018
1642,46,17,2018-11-03T08:00:00.000,NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES,41.725691103,-87.546815684,SEX OFFENSE,2018
1643,66,11,2018-12-27T09:00:00.000,FINANCIAL IDENTITY THEFT $300 AND UNDER,,,DECEPTIVE PRACTICE,2018
1644,23,06,2018-12-28T00:00:00.000,OVER $500,,,THEFT,2018
1645,59,17,2018-12-22T19:00:00.000,NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES,,,SEX OFFENSE,2018
1646,23,11,2018-06-15T10:00:00.000,FINAN EXPLOIT-ELDERLY/DISABLED,,,DECEPTIVE PRACTICE,2018
1647,24,17,2018-12-22T00:00:00.000,NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES,,,SEX OFFENSE,2018
1648,43,11,2018-08-18T09:00:00.000,ATTEMPT - FINANCIAL IDENTITY THEFT,,,DECEPTIVE PRACTICE,2018
1649,8,08A,2018-10-18T14:36:00.000,TELEPHONE THREAT,,,OTHER OFFENSE,2018
1650,71,11,2018-01-01T12:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,41.743902286,-87.663276191,DECEPTIVE PRACTICE,2018
1651,25,11,2018-12-22T19:00:00.000,FINANCIAL IDENTITY THEFT $300 AND UNDER,41.904756623,-87.768172696,DECEPTIVE PRACTICE,2018
1652,17,05,2018-12-31T07:30:00.000,FORCIBLE ENTRY,41.947964963,-87.802180116,BURGLARY,2018
1653,6,04B,2018-12-29T08:00:00.000,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,41.951187878,-87.65034213,BATTERY,2018
1654,32,08A,2018-12-27T15:25:00.000,TELEPHONE THREAT,41.883659738,-87.632421239,OTHER OFFENSE,2018
1655,43,11,2018-12-15T11:30:00.000,FRAUD OR CONFIDENCE GAME,41.765788342,-87.590987258,DECEPTIVE PRACTICE,2018
1656,65,05,2018-12-20T10:03:00.000,UNLAWFUL ENTRY,41.763599075,-87.71380467,BURGLARY,2018
1657,35,26,2018-09-13T00:01:00.000,SEX OFFENDER: FAIL TO REGISTER,41.830611847,-87.623247369,OTHER OFFENSE,2018
1658,8,04A,2018-12-14T09:18:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,41.903775756,-87.639324074,ASSAULT,2018
1659,71,11,2018-11-30T05:40:00.000,IMPERSONATION,41.751928332,-87.644077264,DECEPTIVE PRACTICE,2018
1660,30,26,2018-11-07T12:14:00.000,OTHER VEHICLE OFFENSE,41.846229464,-87.695259244,OTHER OFFENSE,2018
1661,58,06,2018-11-03T13:45:00.000,OVER $500,41.822562231,-87.694646782,THEFT,2018
1662,28,08B,2018-10-24T14:00:00.000,CHILD ABUSE,41.877482909,-87.677084446,OFFENSE INVOLVING CHILDREN,2018
1663,29,20,2018-09-25T16:00:00.000,ENDANGERING LIFE/HEALTH CHILD,41.860149538,-87.694485803,OFFENSE INVOLVING CHILDREN,2018
1664,28,07,2018-09-25T10:00:00.000,AUTOMOBILE,41.867472219,-87.659138394,MOTOR VEHICLE THEFT,2018
1665,44,08B,2018-08-15T10:30:00.000,DOMESTIC BATTERY SIMPLE,41.750682777,-87.613699222,BATTERY,2018
1666,29,03,2018-07-10T16:30:00.000,STRONGARM - NO WEAPON,41.851507778,-87.727385695,ROBBERY,2018
1667,14,14,2018-06-24T12:09:00.000,TO PROPERTY,41.96932956,-87.728061158,CRIMINAL DAMAGE,2018
1668,27,04A,2018-05-30T00:20:00.000,AGGRAVATED: HANDGUN,41.875113088,-87.710819551,ASSAULT,2018
1669,71,08B,2018-04-30T00:01:00.000,SIMPLE,41.730392668,-87.636167124,BATTERY,2018
1670,21,17,2018-01-01T00:01:00.000,CRIM SEX ABUSE BY FAM MEMBER,41.934059747,-87.722143251,OFFENSE INVOLVING CHILDREN,2018
1671,8,03,2018-04-30T07:00:00.000,ARMED: OTHER DANGEROUS WEAPON,41.903775756,-87.639324074,ROBBERY,2018
1672,8,06,2018-03-28T07:50:00.000,RETAIL THEFT,41.903775756,-87.639324074,THEFT,2018
1673,8,02,2018-01-22T00:10:00.000,NON-AGGRAVATED,41.898333269,-87.62750777,CRIM SEXUAL ASSAULT,2018
1674,25,04B,2018-01-18T16:50:00.000,AGGRAVATED: HANDGUN,41.891538918,-87.753028938,BATTERY,2018
1675,56,11,2018-02-22T12:00:00.000,CREDIT CARD FRAUD,,,DECEPTIVE PRACTICE,2018
1676,32,10,2018-09-20T12:00:00.000,FORGERY,,,DECEPTIVE PRACTICE,2018
1677,42,11,2018-11-27T09:30:00.000,FINANCIAL IDENTITY THEFT $300 AND UNDER,,,DECEPTIVE PRACTICE,2018
1678,29,08A,2018-12-15T18:00:00.000,SIMPLE,,,ASSAULT,2018
1679,8,06,2018-12-02T00:01:00.000,FROM BUILDING,,,THEFT,2018
1680,53,26,2018-12-29T15:00:00.000,TO LAND,,,CRIMINAL TRESPASS,2018
1681,27,07,2018-10-29T15:18:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2018
1682,43,11,2018-05-15T09:24:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1683,28,11,2018-12-24T09:00:00.000,FRAUD OR CONFIDENCE GAME,,,DECEPTIVE PRACTICE,2018
1684,49,14,2018-12-06T19:00:00.000,TO VEHICLE,,,CRIMINAL DAMAGE,2018
1685,1,06,2018-12-08T20:00:00.000,$500 AND UNDER,,,THEFT,2018
1686,8,26,2018-10-27T17:40:00.000,HARASSMENT BY TELEPHONE,,,OTHER OFFENSE,2018
1687,71,11,2018-10-05T00:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1688,35,06,2018-03-21T18:00:00.000,FROM BUILDING,,,THEFT,2018
1689,23,11,2018-07-15T12:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1690,33,05,2018-02-18T14:30:00.000,UNLAWFUL ENTRY,,,BURGLARY,2018
1691,69,06,2018-10-15T17:30:00.000,OVER $500,,,THEFT,2018
1692,77,04A,2018-05-12T22:00:00.000,AGGRAVATED: HANDGUN,,,ASSAULT,2018
1693,73,11,2018-12-05T00:01:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1694,69,02,2018-12-01T00:00:00.000,NON-AGGRAVATED,,,CRIM SEXUAL ASSAULT,2018
1695,3,11,2018-12-04T12:00:00.000,ILLEGAL USE CASH CARD,,,DECEPTIVE PRACTICE,2018
1696,66,02,2018-09-29T07:30:00.000,NON-AGGRAVATED,41.766507577,-87.683905652,CRIM SEXUAL ASSAULT,2018
1697,44,26,2018-12-18T10:00:00.000,HARASSMENT BY TELEPHONE,,,OTHER OFFENSE,2018
1698,29,06,2018-12-21T12:00:00.000,$500 AND UNDER,,,THEFT,2018
1699,66,26,2018-12-07T10:00:00.000,HARASSMENT BY TELEPHONE,,,OTHER OFFENSE,2018
1700,32,11,2018-11-10T12:00:00.000,CREDIT CARD FRAUD,,,DECEPTIVE PRACTICE,2018
1701,6,11,2018-12-31T09:00:00.000,CREDIT CARD FRAUD,,,DECEPTIVE PRACTICE,2018
1702,62,10,2018-12-05T17:00:00.000,FORGERY,,,DECEPTIVE PRACTICE,2018
1703,77,11,2018-11-21T14:53:00.000,FRAUD OR CONFIDENCE GAME,41.98811891,-87.656756017,DECEPTIVE PRACTICE,2018
1704,26,08B,2018-12-21T11:00:00.000,DOMESTIC BATTERY SIMPLE,41.875284166,-87.72430081,BATTERY,2018
1705,61,17,2018-11-01T00:01:00.000,AGG CRIM SEX ABUSE FAM MEMBER,41.807664217,-87.671019116,OFFENSE INVOLVING CHILDREN,2018
1706,51,08B,2018-11-19T05:45:00.000,AGG PO HANDS NO/MIN INJURY,41.708029389,-87.569290282,BATTERY,2018
1707,56,02,2018-09-15T08:30:00.000,NON-AGGRAVATED,41.805149261,-87.749202393,CRIM SEXUAL ASSAULT,2018
1708,28,07,2018-09-21T08:00:00.000,AUTOMOBILE,41.879174022,-87.649908756,MOTOR VEHICLE THEFT,2018
1709,43,17,2018-08-24T20:45:00.000,AGG CRIMINAL SEXUAL ABUSE,41.763436889,-87.58470617,SEX OFFENSE,2018
1710,19,17,2018-07-28T12:00:00.000,AGG CRIMINAL SEXUAL ABUSE,41.920625767,-87.742932722,SEX OFFENSE,2018
1711,28,06,2018-06-21T17:50:00.000,RETAIL THEFT,41.867843601,-87.642209396,THEFT,2018
1712,28,08B,2018-06-16T09:57:00.000,PRO EMP HANDS NO/MIN INJURY,41.874112944,-87.670865933,BATTERY,2018
1713,66,04B,2018-06-15T19:00:00.000,AGGRAVATED: OTHER DANG WEAPON,41.773036657,-87.688359946,BATTERY,2018
1714,5,06,2018-06-09T14:58:00.000,FROM BUILDING,41.939530295,-87.68195454,THEFT,2018
1715,24,15,2018-05-16T23:12:00.000,RECKLESS FIREARM DISCHARGE,41.905356777,-87.690780557,WEAPONS VIOLATION,2018
1716,7,05,2018-10-15T00:53:00.000,ATTEMPT FORCIBLE ENTRY,41.926079936,-87.66460703,BURGLARY,2018
1717,23,17,2018-10-04T10:50:00.000,AGG CRIM SEX ABUSE FAM MEMBER,41.903528508,-87.723892874,OFFENSE INVOLVING CHILDREN,2018
1718,74,04A,2018-10-03T02:05:00.000,AGGRAVATED PO: OTHER DANG WEAP,41.683938235,-87.721741177,ASSAULT,2018
1719,29,05,2018-09-30T05:38:00.000,HOME INVASION,41.853450045,-87.728299687,BURGLARY,2018
1720,61,14,2018-09-15T21:23:00.000,TO VEHICLE,41.802784612,-87.679112577,CRIMINAL DAMAGE,2018
1721,43,04A,2018-08-31T17:20:00.000,AGGRAVATED PO: HANDGUN,41.756543074,-87.562686166,ASSAULT,2018
1722,44,26,2018-07-03T17:19:00.000,SEX OFFENDER: FAIL TO REGISTER,41.750774838,-87.605225397,OTHER OFFENSE,2018
1723,71,17,2018-05-22T13:45:00.000,AGG CRIMINAL SEXUAL ABUSE,41.738633189,-87.667995263,SEX OFFENSE,2018
1724,14,04B,2018-01-17T18:49:00.000,AGGRAVATED: HANDGUN,41.964705148,-87.718684585,BATTERY,2018
1725,8,11,2018-12-13T09:00:00.000,FRAUD OR CONFIDENCE GAME,,,DECEPTIVE PRACTICE,2018
1726,7,11,2018-12-17T12:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1727,25,11,2018-11-03T12:00:00.000,FINAN EXPLOIT-ELDERLY/DISABLED,,,DECEPTIVE PRACTICE,2018
1728,8,05,2018-12-10T09:30:00.000,UNLAWFUL ENTRY,,,BURGLARY,2018
1729,75,05,2018-08-15T00:00:00.000,FORCIBLE ENTRY,,,BURGLARY,2018
1730,62,11,2018-04-10T00:00:00.000,FINANCIAL IDENTITY THEFT $300 AND UNDER,,,DECEPTIVE PRACTICE,2018
1731,24,11,2018-12-20T10:00:00.000,FRAUD OR CONFIDENCE GAME,,,DECEPTIVE PRACTICE,2018
1732,61,11,2018-12-23T12:50:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
1733,72,26,2018-09-16T20:30:00.000,OTHER CRIME INVOLVING PROPERTY,,,OTHER OFFENSE,2018
1734,22,05,2018-05-01T00:01:00.000,UNLAWFUL ENTRY,,,BURGLARY,2018
1735,29,04B,2018-12-25T23:00:00.000,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,41.863375751,-87.732427929,BATTERY,2018
1736,49,08B,2018-11-24T08:00:00.000,CHILD ABUSE,41.6883455,-87.613244774,OFFENSE INVOLVING CHILDREN,2018
1737,42,05,2018-11-21T17:00:00.000,UNLAWFUL ENTRY,41.785847785,-87.607531052,BURGLARY,2018
1738,67,05,2018-11-22T02:26:00.000,UNLAWFUL ENTRY,41.776606834,-87.673831762,BURGLARY,2018
1739,44,03,2018-11-19T17:21:00.000,ARMED: HANDGUN,41.745097591,-87.600159412,ROBBERY,2018
1740,42,03,2018-11-17T15:13:00.000,ARMED: HANDGUN,41.777783389,-87.615563072,ROBBERY,2018
1741,44,04B,2018-11-03T22:30:00.000,AGGRAVATED PO: OTHER DANG WEAP,41.736886394,-87.624170849,BATTERY,2018
1742,49,26,2018-07-26T15:44:00.000,VIOLENT OFFENDER: FAIL TO REGISTER NEW ADDRESS,41.700682581,-87.631647148,OTHER OFFENSE,2018
1743,67,26,2018-06-10T22:27:00.000,SEX OFFENDER: FAIL TO REGISTER,41.773104562,-87.673735664,OTHER OFFENSE,2018
